MB	Food No.	Food Name	Anal Type	Sample Qualifier	Replicate No.	Element	Conc	Unit	Trace	LOD	LOQ	Result Qualifier and Remarks	Method	Instrument	Batch ID
200304	221	"BF, sweet potatoes"	O			Magnesium	143	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Manganese	4.02	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Nickel	0.092	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	221	"BF, sweet potatoes"	O			Phosphorus	262	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Potassium	2660	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	221	"BF, sweet potatoes"	O			Sodium	129	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	221	"BF, sweet potatoes"	O			Zinc	1.96	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	223	"BF, peas"	O			Cadmium	0.002	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	223	"BF, peas"	O			Calcium	191	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Copper	0.916	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	223	"BF, peas"	O			Iron	10.3	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Lead	0.008	mg/kg	TR	0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	223	"BF, peas"	O			Magnesium	196	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Manganese	2.44	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Nickel	0.124	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	223	"BF, peas"	O			Phosphorus	679	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Potassium	1170	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	223	"BF, peas"	O			Sodium	19.6	mg/kg	TR	7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	223	"BF, peas"	O			Zinc	5.56	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	225	"BF, applesauce"	O			Cadmium	0	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	225	"BF, applesauce"	O			Calcium	41	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Copper	0.32	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	225	"BF, applesauce"	O			Iron	0.847	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	225	"BF, applesauce"	O			Magnesium	38.8	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Manganese	0.326	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Nickel	0.022	mg/kg	TR	0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	225	"BF, applesauce"	O			Phosphorus	93.9	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Potassium	902	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	225	"BF, applesauce"	O			Sodium	0	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	225	"BF, applesauce"	O			Zinc	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	226	"BF, peaches"	O			Cadmium	0.003	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	226	"BF, peaches"	O	RAP	1	Calcium	59.6	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O	RAP	1	Copper	0.792	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	226	"BF, peaches"	O	RAP	1	Iron	2.18	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	226	"BF, peaches"	O	RAP	1	Magnesium	102	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O	RAP	1	Manganese	0.675	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O			Nickel	0.179	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	226	"BF, peaches"	O	RAP	1	Phosphorus	273	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O	RAP	1	Potassium	2370	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	226	"BF, peaches"	O	RAP	1	Sodium	0	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	226	"BF, peaches"	O	RAP	1	Zinc	1.27	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	227	"BF, pears"	O			Cadmium	0.003	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	227	"BF, pears"	O			Calcium	112	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Copper	0.775	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	227	"BF, pears"	O			Iron	1.12	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	227	"BF, pears"	O			Magnesium	77.3	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Manganese	0.594	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	200304272
200304	227	"BF, pears"	O			Nickel	0.099	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	227	"BF, pears"	O			Phosphorus	130	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Potassium	1220	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	227	"BF, pears"	O			Sodium	0	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	227	"BF, pears"	O			Zinc	1.19	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Arsenic	0.014	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	230	"BF, juice, apple"	O			Cadmium	0.001	mg/kg	TR	0.001	0.003		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	230	"BF, juice, apple"	O			Calcium	82.8	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Copper	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	230	"BF, juice, apple"	O			Iron	0.812	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Lead	0.006	mg/kg	TR	0.004	0.02		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	230	"BF, juice, apple"	O			Magnesium	51.6	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Manganese	1.52	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	200304272
200304	230	"BF, juice, apple"	O			Nickel	0.014	mg/kg	TR	0.01	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	230	"BF, juice, apple"	O			Phosphorus	74	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Potassium	836	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	230	"BF, juice, apple"	O			Sodium	27.1	mg/kg	TR	7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	230	"BF, juice, apple"	O			Zinc	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	231	"BF, juice, orange"	O			Cadmium	0	mg/kg		0.001	0.003		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	231	"BF, juice, orange"	O	RAP	1	Calcium	189	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O	RAP	1	Copper	0.404	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O			Iodine	0	mg/kg		0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	348
200304	231	"BF, juice, orange"	O	RAP	1	Iron	1.44	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O			Lead	0	mg/kg		0.004	0.02		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	231	"BF, juice, orange"	O	RAP	1	Magnesium	127	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O	RAP	1	Manganese	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O			Nickel	0.017	mg/kg	TR	0.01	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	231	"BF, juice, orange"	O	RAP	1	Phosphorus	223	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O	RAP	1	Potassium	1840	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	231	"BF, juice, orange"	O	RAP	1	Sodium	24.1	mg/kg	TR	7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	231	"BF, juice, orange"	O	RAP	1	Zinc	0.402	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	232	"BF, custard/pudding"	O	UAP	1	Cadmium	0.002	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	232	"BF, custard/pudding"	O	RAP	1	Calcium	464	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O	RAP	1	Copper	0.328	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O			Iodine	0.178	mg/kg	TR	0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	341
200304	232	"BF, custard/pudding"	O	RAP	1	Iron	4.28	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O	UAP	1	Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	232	"BF, custard/pudding"	O	RAP	1	Magnesium	110	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O	RAP	1	Manganese	1	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O	UAP	1	Nickel	0.025	mg/kg	TR	0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	232	"BF, custard/pudding"	O	RAP	1	Phosphorus	710	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O	RAP	1	Potassium	1400	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O			Selenium	0.057	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	232	"BF, custard/pudding"	O	RAP	1	Sodium	199	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	232	"BF, custard/pudding"	O	RAP	1	Zinc	7.92	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O			Arsenic	0.018	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	233	"BF, fruit dessert/pudding"	O			Cadmium	0.002	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Calcium	156	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Copper	0.626	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O			Iodine	0.058	mg/kg	TR	0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	341
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Iron	19.2	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Magnesium	139	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Manganese	2.27	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O			Nickel	0.089	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	341
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Phosphorus	511	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Potassium	1860	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Selenium	0.04	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	341
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Sodium	58.1	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	233	"BF, fruit dessert/pudding"	O	RAP	1	Zinc	11.2	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304348
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	343
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Cadmium	0	mg/kg		0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	347
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Calcium	1140	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304173
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Copper	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304173
200304	235	"Yogurt, lowfat, fruit-flavored"	O	UAP	1	Iodine	0.284	mg/kg	TR	0.03	0.3		Lab Procedure Kan-Lab.Met.95 (UV-Vis; I;Food)	UV-VIS	344
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Iron	0.719	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304173
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Lead	0.017	mg/kg	TR	0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	347
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Magnesium	107	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304173
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Manganese	0.407	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304173
200304	235	"Yogurt, lowfat, fruit-flavored"	O	RAP	1	Nickel	0.24	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	347
200304	235	"Yogurt, lowfat, fruit-flavored"	O			Phosphorus	970	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200304173
